nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;word;sampa;ipa
2;baʹldneſs;;;;n.;32.0;33;baldness;baldness;b O: l d n @ s;bOːldnəs
3;baʹldĕrdăſh;;;;n.;33.0;33;balderdash;balderdash;b O: l d 3:r d { S;bOːldɜ:rdæʃ
1;bāle;;;;n.;34.0;33;bale;bale;b eI l;b?l
2;baʹl_e_ful;;;;a.;35.0;33;baleful;baleful;b eI l f @ l;b?lfəl
1;balk;;;;n.;36.0;33;balk;balk;b O: k;bOːk
1;ball;;;;n.;37.0;33;ball;ball;b O: l;bOːl
2;băʹllăd;;;;n.;38.0;33;ballad;ballad;b { l @ d;bæləd
2;băʹllăſt;F.;;;n.;39.0;33;ballast;ballast;b { l @ s t;bæləst
3;baʹllĭſter;F.;;;n.;40.0;33;allister;allister;O: l i s t 3:r;Oːlistɜ:r
2;băʹllot;F.;;;v.;41.0;33;ballot;ballot;b { l @ t;bælət
3;băʹllŭſtrāde;;;;n.;42.0;33;balustrade;balustrade;b @ l V s t r\ @ d;bəlʌstɹəd
1;balm;;;;n.;43.0;33;balm;balm;b A m;bɑm
2;băʹlſăm;;;;n.;44.0;33;balsam;balsam;b O: l s @ m;bOːlsəm
3;bălſăʹmic;;;;a.;45.0;33;balsam;balsam;b O: l s @ m;bOːlsəm
1;băn;;;;n.;46.0;33;ban;ban;b { n;bæn
1;bănd;;;;n.;47.0;33;band;band;b { n d;bænd
2;băʹndage;F.;;;n.;48.0;33;bandage;bandage;b { n d i dZ;bændi?
3;băʹndĕlet;F.;;;n.;49.0;33;bandel;bandel;b { n d @ l;bændəl
3;băndĭʹttĭ;;;;n.;50.0;33;bandit;bandit;b { n d @ t;bændət
2;băʹndy;F.;;;v.;51.0;33;bandy;bandy;b { n d i:;bændiː
1;bāne;;;;n.;52.0;33;bane;bane;b eI n;b?n
3;bāʹnĭans;;;;n.;53.0;33;baconians;baconians;b eI k @U n i: @ n z;b?koʊniːənz
2;băʹniſh;F.;;;v.;54.0;33;banish;banish;b { n i S;bæniʃ
3;băʹnĭſhment;F.;;;n.;55.0;33;banishment;banishment;b { n i S m @ n t;bæniʃmənt
1;bănk;L.;;;n.;56.0;33;bank;bank;b { N k;bæŋk
2;băʹnker;;;;n.;57.0;33;banker;banker;b { N k 3:r;bæŋkɜ:r
2;băʹnkrŭpt;L.;;;n.;58.0;33;bankrupt;bankrupt;b { N k r\ @ p t;bæŋkɹəpt
2;băʹnnĕr;F.;;;n.;59.0;33;banner;banner;b { n 3:r;bænɜ:r
1;bănns;;;;n.;60.0;33;bans;bans;b { n z;bænz
2;băʹnquet;F.;;;n.;61.0;33;banquet;banquet;b { N k w @ t;bæŋkwət
2;băʹnter;;;;v.;62.0;33;banter;banter;b { n t 3:r;bæntɜ:r
2;băʹntling;;;;n.;63.0;33;battling;battling;b { 4 @ l i N;bæɾəliŋ
2;băʹptĭſm;G.;;;n.;64.0;33;baptism;baptism;b { p t i z @ m;bæptizəm
3;băptĭʹſmal;;;;a.;2.0;34;baptismal;baptismal;b { p t I z m @ l;bæptɪzməl
1;băr;;;;n.;3.0;34;bar;bar;b A r\;bɑɹ
3;băʹrătry;;;;n.;4.0;34;barbary;barbary;b A r\ b 3:r i:;bɑɹbɜ:riː
1;bărb;;;;n.;5.0;34;barb;barb;b A r\ b;bɑɹb
4;bărbāʹrĭans;G.;;;n.;6.0;34;barbarians;barbarians;b A r\ b E r\ i: @ n z;bɑɹbɛɹiːənz
3;baʹrbărĭſm;G.;;;n.;7.0;34;barbarism;barbarism;b A r\ b 3:r I z @ m;bɑɹbɜ:rɪzəm
3;băʹrbăr_o_us;G.;;;a.;8.0;34;barbarous;barbarous;b A r\ b 3:r @ s;bɑɹbɜ:rəs
4;bărbāʹrĭty;;;;n.;9.0;34;barbarity;barbarity;b A r\ b { r\ @ 4 i:;bɑɹbæɹəɾiː
2;băʹrbed;L.;;;a.;10.0;34;barbed;barbed;b A r\ b d;bɑɹbd
2;băʹrbel;;;;n.;11.0;34;barbels;barbels;b A r\ b @ l z;bɑɹbəlz
2;băʹrb_e_r;;;;n.;12.0;34;barber;barber;b A r\ b 3:r;bɑɹbɜ:r
2;băʹrbles;;;;n.;13.0;34;marbles;marbles;m A r\ b @ l z;mɑɹbəlz
1;bărds;;;;n.;14.0;34;bards;bards;b A r\ d z;bɑɹdz
1;bāre;;;;a.;15.0;34;bare;bare;b E r\;bɛɹ
2;băʹrgain;;;;v.;16.0;34;bargain;bargain;b A r\ g @ n;bɑɹgən
1;bărge;F.;;;n.;17.0;34;barge;barge;b A r\ dZ;bɑɹ?
1;bărk;F.;;;n.;18.0;34;bark;bark;b A r\ k;bɑɹk
2;băʹrk_e_r;;;;n.;19.0;34;barker;barker;b A r\ k 3:r;bɑɹkɜ:r
1;bărm;;;;n.;20.0;34;baram;baram;b E r\ { m;bɛɹæm
1;bărn;;;;n.;21.0;34;barn;barn;b A r\ n;bɑɹn
3;bărnăcle;;nbSyll>1 et pas d'accent tonic;;n.;22.0;34;barnacle;barnacle;b A r\ n @ k @ l;bɑɹnəkəl
4;bărŏʹmĕt_e_r;G.;;;n.;23.0;34;barometer;barometer;b 3:r A m i 4 3:r;bɜ:rɑmiɾɜ:r
2;băʹron;L.;;;n.;24.0;34;baron;baron;b { r\ @ n;bæɹən
3;băʹrŏneſs;;;;n.;25.0;34;baroness;baroness;b E r\ @ n i s;bɛɹənis
3;băʹrŏnet;;;;n.;26.0;34;baronet;baronet;b E r\ @ n @ t;bɛɹənət
3;băʹrŏny;;;;n.;27.0;34;baron;baron;b { r\ @ n;bæɹən
2;băʹrrac;F.;;;n.;28.0;34;barraco;barraco;b A r\ A k @U;bɑɹɑkoʊ
3;băʹrrăcan;;;;n.;29.0;34;barragan;barragan;b E r\ @ g @ n;bɛɹəgən
2;băʹrrel;F.;;;n.;30.0;34;barrel;barrel;b { r\ @ l;bæɹəl
2;băʹrren;;;;a.;31.0;34;barren;barren;b { r\ @ n;bæɹən
3;băʹrrĕnneſs;;;;n.;32.0;34;barrens;barrens;b { r\ @ n z;bæɹənz
3;băʹrrĕtŏr;F.;;;n.;33.0;34;barreto;barreto;b A r\ E 4 @U;bɑɹɛɾoʊ
4;bărrĭcāʹdo;;;;v.;34.0;34;barricade;barricade;b { r\ @ k eI d;bæɹək?d
4;barricaʹdo;F.;;;n.;35.0;34;barricade;barricade;b { r\ @ k eI d;bæɹək?d
2;băʹrrier;F.;;;n.;36.0;34;barrier;barrier;b { r\ i: 3:r;bæɹiːɜ:r
2;baʹrriers;F.;;;n.;37.0;34;barriers;barriers;b { r\ i: 3:r z;bæɹiːɜ:rz
3;băʹrrĭſter;;;;n.;38.0;34;barrister;barrister;b { r\ i s t 3:r;bæɹistɜ:r
2;băʹrro_w_;;;;n.;39.0;34;barrow;barrow;b { r\ @U;bæɹoʊ
2;băʹrter;F.;;;v.;40.0;34;barter;barter;b A r\ 4 3:r;bɑɹɾɜ:r
2;băʹrton;;;;n.;41.0;34;barton;barton;b A r\ t @ n;bɑɹtən
1;bāſe;;;;a.;42.0;34;base;base;b eI s;b?s
2;bāſis;L.;nbSyll>1 et pas d'accent tonic;;n.;43.0;34;basis;basis;b eI s @ s;b?səs
2;băʹſhful;;;;a.;44.0;34;bashful;bashful;b { S f @ l;bæʃfəl
2;bāʹſil;;;;n.;45.0;34;basil;basil;b { z @ l;bæzəl
3;băʹsĭliſk;G.;;;n.;46.0;34;basilio;basilio;b A s i: l i: @U;bɑsiːliːoʊ
1;băſk;;;;v.;47.0;34;bask;bask;b { s k;bæsk
2;băʹſket;;;;n.;48.0;34;basket;basket;b { s k @ t;bæskət
2;bāʹſ_o_n;F.;;;n.;49.0;34;bason;bason;b { s @ n;bæsən
1;băſs;;;;n.;50.0;34;bass;bass;b { s;bæs
2;băʹſsā;;;;n.;51.0;34;bassa;bassa;b { s @;bæsə
2;băſſooʹn;F.;;;n.;52.0;34;bassoon;bassoon;b @ s u n;bəsun
2;băʹſtard;L.;;;n.;53.0;34;bastard;bastard;b { s t 3:r d;bæstɜ:rd
3;băſtărdīʹze;;;;v.;54.0;34;bastard;bastard;b { s t 3:r d;bæstɜ:rd
3;băʹſtărdy;;;;n.;55.0;34;bastard;bastard;b { s t 3:r d;bæstɜ:rd
1;bāſte;F.;;;v.;56.0;34;basten;basten;b eI s t @ n;b?stən
2;băſtĭʹle;F.;;;n.;57.0;34;bastille;bastille;b { s t i l;bæstil
4;băſtĭnāʹdo;F.;;;n.;58.0;34;bastin;bastin;b { s t i n;bæstin
3;băʹſtĭon;F.;;;n.;59.0;34;bastion;bastion;b { s tS @ n;bæs?ən
2;băʹſton;F.;;;n.;60.0;34;baston;baston;b { s t @ n;bæstən
1;băt;;;;n.;61.0;34;bat;bat;b { t;bæt
1;bāte;;;;v.;62.0;34;bate;bate;b eI t;b?t
1;băth;;;;n.;63.0;34;bath;bath;b { T;bæθ
1;bāthe;;;;v.;64.0;34;bathe;bathe;b eI D;b?ð
4;băttăʹlĭon;F.;;;n.;65.0;34;battalion;battalion;b @ t { l j @ n;bətæljən
2;băʹttle;F.;;;n.;66.0;34;battle;battle;b { 4 @ l;bæɾəl
2;băʹtten;;;;v.;67.0;34;batten;batten;b { t @ n;bætən
2;băʹtt_e_r;L.;;;n.;68.0;34;batter;batter;b { 4 3:r;bæɾɜ:r
3;băʹttĕry;F.;;;n.;69.0;34;battery;battery;b { 4 3:r i:;bæɾɜ:riː
3;băʹttl_e_ments;F.;;;n.;70.0;34;battlements;battlements;b { 4 @ l m @ n t s;bæɾəlmənts
2;băttooʹn;F.;;;n.;71.0;34;batton;batton;b { t @ n;bætən
2;bauʹble;F.;;;n.;72.0;34;bauble;bauble;b O: b @ l;bOːbəl
2;băʹvins;;;;n.;73.0;34;bavis;bavis;b eI v i s;b?vis
1;bawd;;;;n.;2.0;35;bawd;bawd;b O: d;bOːd
2;baʹwdy;;;;n.;3.0;35;bawdy;bawdy;b O: 4 i:;bOːɾiː
1;bawl;;;;v.;4.0;35;bawl;bawl;b O: l;bOːl
1;bay;;;;n.;5.0;35;bay;bay;b eI;b?
3;băʹyŏnet;F.;;;n.;6.0;35;bayonet;bayonet;b eI @ n E t;b?ənɛt
1;bays;;;;n.;7.0;35;bays;bays;b eI z;b?z
3;_b_dĕʹllĭum;;;;n.;8.0;35;beryllium;beryllium;b 3:r I l i: @ m;bɜ:rɪliːəm
1;beach;;;;n.;9.0;35;beach;beach;b i: tS;biː?
2;beaʹcŏns;;;;n.;10.0;35;beacons;beacons;b i: k @ n z;biːkənz
1;bead;;;;n.;11.0;35;bead;bead;b i: d;biːd
2;beaʹdle;;;;n.;12.0;35;beadle;beadle;b i: 4 @ l;biːɾəl
2;beaʹgle;;;;n.;13.0;35;beagle;beagle;b i: g @ l;biːgəl
1;beak;F.;;;n.;14.0;35;beak;beak;b i: k;biːk
2;beaʹk_e_r;;;;n.;15.0;35;beaker;beaker;b i: k 3:r;biːkɜ:r
1;beam;;;;n.;16.0;35;beam;beam;b i: m;biːm
1;bean;;;;n.;17.0;35;bean;bean;b i: n;biːn
1;bear;;;;n.;18.0;35;bear;bear;b E r\;bɛɹ
1;beard;;;;n.;19.0;35;beard;beard;b I r\ d;bɪɹd
2;bearʹdleſs;;;;a.;20.0;35;earless;earless;I r\ l @ s;ɪɹləs
2;beaʹring;;;;n.;21.0;35;bearing;bearing;b E r\ i N;bɛɹiŋ
1;beaſt;;;;n.;22.0;35;beast;beast;b i: s t;biːst
2;beāʹſtly;;;;a.;23.0;35;beasley;beasley;b i: z l i:;biːzliː
1;beat;;;;v.;24.0;35;beat;beat;b i: t;biːt
7;bēătĭfĭcāʹtion;L.;;;n.;25.0;35;ratification;ratification;r\ { 4 @ f @ k eI S @ n;ɹæɾəfək?ʃən
4;bėȧtĭʹfic;L.;;;a.;26.0;35;beautify;beautify;b j u 4 i f aI;bjuɾif?
4;bēăʹtĭtūde;L.;;;n.;27.0;35;exactitude;exactitude;i g z { k t @ t u d;igzæktətud
1;beau (bo);F.;;Aide à la {pron}.;n.;28.0;35;beau;beau;b @U;boʊ
2;beaʹver;;;;n.;29.0;35;beaver;beaver;b i: v 3:r;biːvɜ:r
3;beauʹte_o_us;;;;a.;30.0;35;beauties;beauties;b j u 4 i: z;bjuɾiːz
3;beauʹtĭfy;;;;v.;31.0;35;beautify;beautify;b j u 4 i f aI;bjuɾif?
2;beauʹty;F.;;;n.;32.0;35;beauty;beauty;b j u 4 i:;bjuɾiː
2;becaʹlm;;;;v.;33.0;35;becalm;becalm;b i k A m;bikɑm
2;bĕʹck_o_n;;;;v.;34.0;35;beckon;beckon;b E k @ n;bɛkən
3;becŏʹming;;;;a.;35.0;35;becoming;becoming;b i k V m i N;bikʌmiŋ
1;bĕd;;;;n.;36.0;35;bed;bed;b E d;bɛd
3;bēdăʹggle;;;;v.;37.0;35;bedraggle;bedraggle;b i d r\ { g @ l;bidɹægəl
2;bēdaʹwb;;;;v.;38.0;35;beda;beda;b eI 4 @;b?ɾə
2;bēdeʹw;;;;v.;39.0;35;bede;bede;b i: d;biːd
2;bĕʹdlam;;;;n.;40.0;35;bedlam;bedlam;b E d l @ m;bɛdləm
3;beʹdrĭdd_e_n;;;;a.;41.0;35;bedridden;bedridden;b E d r\ I d @ n;bɛdɹɪdən
2;bĕduʹng;;;;v.;42.0;35;bedbug;bedbug;b E d b @ g;bɛdbəg
1;bee;;;;n.;43.0;35;bee;bee;b i:;biː
1;beech;;;;n.;44.0;35;beech;beech;b i: tS;biː?
2;beeʹchen;;;;a.;45.0;35;beecher;beecher;b i: tS 3:r;biː?ɜ:r
1;beef;;;;n.;46.0;35;beef;beef;b i: f;biːf
1;beer;;;;n.;47.0;35;beer;beer;b I r\;bɪɹ
2;beeʹſom;;;;n.;48.0;35;beeson;beeson;b i: z @ n;biːzən
2;beetle;;nbSyll>1 et pas d'accent tonic;;n.;49.0;35;beetle;beetle;b i: 4 @ l;biːɾəl
2;bēfaʹl;;;;v.;50.0;35;befall;befall;b i f O: l;bifOːl
2;bēfooʹl;;;;v.;51.0;35;fool;fool;f u l;ful
2;bēfoʹre;;;;p.;52.0;35;before;before;b i f O: r\;bifOːɹ
2;bēfȯu̇ʹl;;;;v.;53.0;35;foul;foul;f aU l;f?l
2;bēfrieʹnd;;;;v.;54.0;35;befriend;befriend;b i f r\ E n d;bifɹɛnd
1;bĕg;;;;v.;55.0;35;beg;beg;b E g;bɛg
2;bĕgeʹt;;;;v.;56.0;35;beget;beget;b i g E t;bigɛt
2;bĕʹggar;;;;n.;57.0;35;beggar;beggar;b E g 3:r;bɛgɜ:r
2;begĭʹrt;;;;v.;58.0;35;beirut;beirut;b eI r\ u t;b?ɹut
3;bĕgʹlĕrbĕg;;;;n.;59.0;35;ellerbe;ellerbe;E l 3:r b;ɛlɜ:rb
2;bēg_u_īʹle;;;;v.;60.0;35;beguile;beguile;b i g aI l;big?l
2;bēgrīʹme;;;;v.;61.0;35;grime;grime;g r\ aI m;gɹ?m
2;bēhaʹlf;;;;n.;62.0;35;behalf;behalf;b i h { f;bihæf
2;bēhāʹve;;;;v.;63.0;35;behave;behave;b i h eI v;bih?v
4;bēhăʹvĭ_o_ur;;;;n.;64.0;35;behavior;behavior;b i h eI v j 3:r;bih?vjɜ:r
2;bēheaʹd;;;;v.;65.0;35;behead;behead;b i h E d;bihɛd
2;bēhēʹſt;;;;n.;66.0;35;behest;behest;b i h E s t;bihɛst
2;bēhoʹld;;;;v.;67.0;35;behold;behold;b i h @U l d;bihoʊld
3;behoʹlden;;;;a.;68.0;35;beholden;beholden;b i h @U l d @ n;bihoʊldən
2;behooʹf;;;;n.;69.0;35;behof;behof;b i: h A f;biːhɑf
3;belaʹbo_u_r;;;;v.;70.0;35;belabor;belabor;b i l eI b 3:r;bil?bɜ:r
3;belāʹted;;;;a.;71.0;35;belated;belated;b i l eI 4 i d;bil?ɾid
2;belaʹy;;;;v.;72.0;35;blay;blay;b l eI;bl?
1;bĕlch;;;;v.;73.0;35;belch;belch;b E l tS;bɛl?
2;bĕʹldam;;;;n.;2.0;36;bedlam;bedlam;b E d l @ m;bɛdləm
2;beʹlfry;;;;n.;3.0;36;belfry;belfry;b E l f r\ i:;bɛlfɹiː
2;beʹlgic;;;;a.;4.0;36;belich;belich;b E l i k;bɛlik
2;belieʹf;;;;n.;5.0;36;belief;belief;b i l i: f;biliːf
2;belieʹve;;;;v.;6.0;36;believe;believe;b i l i: v;biliːv
1;bell;;;;n.;7.0;36;bell;bell;b E l;bɛl
3;bĕllōʹnā;;;;n.;8.0;36;bellon;bellon;b E l @ n;bɛlən
2;bĕʹllo_w_;;;;n.;9.0;36;bellow;bellow;b E l @U;bɛloʊ
2;bĕʹllo_w_s;;;;n.;10.0;36;bellows;bellows;b E l @U z;bɛloʊz
2;bĕʹlly;;;;n.;11.0;36;belly;belly;b E l i:;bɛliː
2;beloʹng;;;;v.;12.0;36;belong;belong;b i l O: N;bilOːŋ
3;belŏʹved;;;;a.;13.0;36;beloved;beloved;b i l V v d;bilʌvd
1;bĕlt;;;;n.;14.0;36;belt;belt;b E l t;bɛlt
2;belyʹ;;;;v.;15.0;36;bely;bely;b @ l aI;bəl?
2;bemīʹre;;;;v.;16.0;36;lemire;lemire;l eI m I r\ eI;l?mɪɹ?
2;bemoaʹn;;;;v.;17.0;36;bemoan;bemoan;b i m @U n;bimoʊn
1;bĕn;;;;n.;18.0;36;ben;ben;b E n;bɛn
1;bĕnch;;;;n.;19.0;36;bench;bench;b E n tS;bɛn?
2;bĕʹncher;;;;n.;20.0;36;bencher;bencher;b E n tS 3:r;bɛn?ɜ:r
1;bĕnd;;;;v.;21.0;36;bend;bend;b E n d;bɛnd
3;beneaʹped;;;;a.;22.0;36;endeared;endeared;E n d i: r\ d;ɛndiːɹd
2;beneaʹth;;;;p.;23.0;36;beneath;beneath;b i n i: T;biniːθ
4;bĕnĕdĭʹctīnes;;;;n.;24.0;36;benedictines;benedictines;b E n @ d I k t i: n z;bɛnədɪktiːnz
5;bĕnĕdĭʹction;L.;;;n.;25.0;36;benediction;benediction;b E n @ d I k S @ n;bɛnədɪkʃən
5;bĕnĕfăʹction;L.;;;n.;26.0;36;benefactor;benefactor;b E n @ f { k t 3:r;bɛnəfæktɜ:r
4;bĕnĕfăʹctor;L.;;;n.;27.0;36;benefactor;benefactor;b E n @ f { k t 3:r;bɛnəfæktɜ:r
3;bĕnĕfĭce;L.;nbSyll>1 et pas d'accent tonic;;n.;28.0;36;beneficent;beneficent;b E n @ f I S @ n t;bɛnəfɪʃənt
4;bĕnĕʹfĭcence;L.;;;n.;29.0;36;beneficence;beneficence;b @ n E f @ s @ n s;bənɛfəsəns
5;bĕnĕfĭʹcĭal;L.;;;a.;30.0;36;beneficial;beneficial;b E n @ f I S @ l;bɛnəfɪʃəl
6;benefiʹciary;;;;n.;31.0;36;beneficiary;beneficiary;b E n @ f I S i: E r\ i:;bɛnəfɪʃiːɛɹiː
3;bĕʹnĕfit;;;;n.;32.0;36;benefit;benefit;b E n @ f i t;bɛnəfit
4;bĕnĕʹvŏlĕnce;L.;;;n.;33.0;36;benevolence;benevolence;b @ n E v @ l @ n s;bənɛvələns
4;bĕnĕʹvŏlent;L.;;;a.;34.0;36;benevolent;benevolent;b @ n E v @ l @ n t;bənɛvələnt
3;bēnī_gh_ted;;nbSyll>1 et pas d'accent tonic;;a.;35.0;36;benighted;benighted;b i n aI 4 i d;bin?ɾid
2;benī_g_n;;nbSyll>1 et pas d'accent tonic;;a.;36.0;36;benign;benign;b i n aI n;bin?n
4;benĭgnĭty;L.;nbSyll>1 et pas d'accent tonic;;a.;37.0;36;benignly;benignly;b @ n aI n l i:;bən?nliː
3;bĕʹnĭzon;;;;n.;38.0;36;bennion;bennion;b E n j @ n;bɛnjən
1;bĕnt;;;;a.;39.0;36;bent;bent;b E n t;bɛnt
2;benŭʹm_b_;;;;v.;40.0;36;numb;numb;n V m;nʌm
2;bequeaʹth;;;;v.;41.0;36;bequeath;bequeath;b i k w i: T;bikwiːθ
2;bequĕſt;;nbSyll>1 et pas d'accent tonic;;n.;42.0;36;bequest;bequest;b i k w E s t;bikwɛst
2;beraʹy;;;;v.;43.0;36;betray;betray;b i t r\ eI;bitɹ?
2;bereaʹve;;;;v.;44.0;36;bereave;bereave;b 3:r i: v;bɜ:riːv
3;bĕʹrgămot;;;;n.;45.0;36;bergamo;bergamo;b 3:r g A m @U;bɜ:rgɑmoʊ
2;bĕʹrg_h_mōte;;;;n.;46.0;36;bergamo;bergamo;b 3:r g A m @U;bɜ:rgɑmoʊ
2;bĕʹrlin;;;;n.;47.0;36;berlin;berlin;b 3:r l I n;bɜ:rlɪn
3;bernăʹrdīnes;;;;n.;48.0;36;bernardin;bernardin;b 3:r n A r\ d i: n;bɜ:rnɑɹdiːn
2;bĕrry;;nbSyll>1 et pas d'accent tonic;;n.;49.0;36;berry;berry;b E r\ i:;bɛɹiː
2;bĕryl;G.;nbSyll>1 et pas d'accent tonic;;n.;50.0;36;beryl;beryl;b E r\ @ l;bɛɹəl
2;beſeeʹch;;;;v.;51.0;36;besch;besch;b E S;bɛʃ
2;beſeeʹm;;;;v.;52.0;36;esteem;esteem;@ s t i: m;əstiːm
2;beſĕʹt;;;;v.;53.0;36;beset;beset;b i s E t;bisɛt
2;beſhreʹw;;;;v.;54.0;36;beshore;beshore;b E S 3:r;bɛʃɜ:r
2;beſieʹge;F.;;;v.;55.0;36;besiege;besiege;b i s i: dZ;bisiː?
2;beſmeaʹr;;;;v.;56.0;36;besemer;besemer;b E s i: m 3:r;bɛsiːmɜ:r
2;beſmŭʹt;;;;v.;57.0;36;smut;smut;s m V t;smʌt
2;beſoʹt;;;;v.;58.0;36;best;best;b E s t;bɛst
3;beſpăʹtt_e_r;;;;v.;59.0;36;spatter;spatter;s p { 4 3:r;spæɾɜ:r
2;beſpaʹwl;;;;v.;60.0;36;besaw;besaw;b i: s O:;biːsOː
2;beſpeaʹk;;;;v.;61.0;36;bespeak;bespeak;b i s p i: k;bispiːk
3;beſpĕʹckle;;;;v.;62.0;36;speckle;speckle;s p E k @ l;spɛkəl
3;beſprĭʹnkle;;;;v.;63.0;36;sprinkle;sprinkle;s p r\ I N k @ l;spɹɪŋkəl
1;bĕſſe;;;;n.;64.0;36;besse;besse;b E s;bɛs
3;bĕʹſtĭal;L.;;;a.;65.0;36;bestial;bestial;b E s tS @ l;bɛs?əl
5;bĕſtĭaʹlĭty;;;;n.;66.0;36;bestiality;bestiality;b E s tS { l i 4 i:;bɛs?æliɾiː
2;bĕſtĭʹr;;;;v.;67.0;36;bester;bester;b E s t 3:r;bɛstɜ:r
2;beſtoʹw;;;;v.;68.0;36;bestow;bestow;b i s t @U;bistoʊ
1;bĕt;;;;v.;69.0;36;bet;bet;b E t;bɛt
2;bēſtreʹw;;;;v.;70.0;36;strew;strew;s t r\ u;stɹu
2;bēſtrīde;;nbSyll>1 et pas d'accent tonic;;v.;71.0;36;estridge;estridge;i s t r\ I dZ;istɹɪ?
2;betāʹke;;;;v.;72.0;36;betaken;betaken;b eI t eI k @ n;b?t?kən
2;bethĭʹnk;;;;v.;73.0;36;rethink;rethink;r\ i: T I N k;ɹiːθɪŋk
2;betīʹde;;;;v.;2.0;37;betide;betide;b i t aI d;bit?d
2;betīʹmes;;;;p.;3.0;37;bedtime;bedtime;b E d t aI m;bɛdt?m
2;bēʹtle;;;;n.;4.0;37;betley;betley;b E t l i:;bɛtliː
3;bĕʹtŏny;L.;;;n.;5.0;37;breton;breton;b r\ E t @ n;bɹɛtən
2;bētraʹy;;;;v.;6.0;37;betray;betray;b i t r\ eI;bitɹ?
2;bētroʹth;;;;v.;7.0;37;troth;troth;t r\ @U T;tɹoʊθ
2;betweʹen;;;;p.;8.0;37;between;between;b i t w i: n;bitwiːn
2;bĕʹvel;;;;n.;9.0;37;bevel;bevel;b E v @ l;bɛvəl
2;bĕʹvĕr;;;;n.;10.0;37;bever;bever;b E v 3:r;bɛvɜ:r
3;bĕʹvĕrage;;;;n.;11.0;37;beverage;beverage;b E v 3:r i dZ;bɛvɜ:ri?
2;bĕʹvy;;;;n.;12.0;37;bevy;bevy;b E v i:;bɛviː
2;bēwaiʹl;;;;v.;13.0;37;wail;wail;w eI l;w?l
2;bēwāʹre;;;;v.;14.0;37;beware;beware;b i w E r\;biwɛɹ
3;bewĭʹld_e_r;;;;v.;15.0;37;bewilder;bewilder;b i w I l d 3:r;biwɪldɜ:r
2;bēwraʹy;;;;v.;16.0;37;brewry;brewry;b r\ u r\ i:;bɹuɹiː
1;bey;;;;n.;17.0;37;bey;bey;b eI;b?
1;beyŏʹnd;;;;p.;18.0;37;beyond;beyond;b i A n d;biɑnd
2;bĕʹzzle;;;;v.;19.0;37;embezzle;embezzle;i m b E z @ l;imbɛzəl
2;bīʹaſs;;;;n.;20.0;37;biases;biases;b aI @ s i z;b?əsiz
1;bĭb;;;;n.;21.0;37;bib;bib;b I b;bɪb
2;bīʹble;G.;;;n.;22.0;37;bible;bible;b aI b @ l;b?bəl
5;bĭblĭŏthēʹcā;G.;;;n.;23.0;37;biblical;biblical;b I b l @ k @ l;bɪbləkəl
3;bĭbūl_o_us;L.;nbSyll>1 et pas d'accent tonic;;a.;24.0;37;bulbous;bulbous;b V l b @ s;bʌlbəs
2;bĭʹck_e_r;;;;v.;25.0;37;bicker;bicker;b I k 3:r;bɪkɜ:r
1;bĭd;;;;v.;26.0;37;bid;bid;b I d;bɪd
4;bīĕʹnnĭal;L.;;;a.;27.0;37;biennial;biennial;b aI E n i: @ l;b?ɛniːəl
1;bier;;;;n.;28.0;37;bier;bier;b i: r\;biːɹ
4;bĭfăʹrĭ_o_us;L.;;;a.;29.0;37;vicarious;vicarious;v aI k E r\ i: @ s;v?kɛɹiːəs
3;bĭʹfĕr_o_us;L.;;;a.;30.0;37;ferrous;ferrous;f E r\ @ s;fɛɹəs
1;bĭg;;;;a.;31.0;37;big;big;b I g;bɪg
3;bĭʹgămy;L.;;;n.;32.0;37;bigham;bigham;b aI g h @ m;b?ghəm
2;bĭʹggen;F.;;;n.;33.0;37;riggen;riggen;r\ I g @ n;ɹɪgən
2;bĭʹgot;;;;n.;34.0;37;bigot;bigot;b I g @ t;bɪgət
3;biʹgŏtry;;;;n.;35.0;37;bigotry;bigotry;b I g @ t r\ i:;bɪgətɹiː
3;bĭʹlănder;F.;;;n.;36.0;37;blander;blander;b l { n d 3:r;blændɜ:r
3;bĭʹlberries;;;;n.;37.0;37;blueberries;blueberries;b l u b E r\ i: z;blubɛɹiːz
2;bĭʹlboes;;;;n.;38.0;37;biles;biles;b aI l z;b?lz
1;bĭlge;;;;n.;39.0;37;bilger;bilger;b I l g 3:r;bɪlgɜ:r
1;bīle;L.;;;n.;40.0;37;bile;bile;b aI l;b?l
3;bĭlī_o_ūs;L.;nbSyll>1 et pas d'accent tonic;;a.;41.0;37;bilious;bilious;b I l i: @ s;bɪliːəs
1;bĭlk;;;;v.;42.0;37;bilk;bilk;b I l k;bɪlk
1;bĭll;;;;n.;43.0;37;bill;bill;b I l;bɪl
2;bĭllĕt;F.;nbSyll>1 et pas d'accent tonic;;n.;44.0;37;billet;billet;b I l @ t;bɪlət
3;bĭʹllĕtdo_ux_;F.;;;n.;45.0;37;ledoux;ledoux;l i d u;lidu
3;bĭʹllĭards;;;;n.;46.0;37;billiards;billiards;b I l j 3:r d z;bɪljɜ:rdz
2;bĭʹllow;;;;n.;47.0;37;billow;billow;b I l @U;bɪloʊ
1;bīnd;;;;n.;48.0;37;bind;bind;b aI n d;b?nd
2;bīʹnding;;;;n.;49.0;37;binding;binding;b aI n d i N;b?ndiŋ
